Line,GEBV_biomassfinalplant,GEBV_biomassfinalplot,GEBV_fruitlength,GEBV_fruitno,GEBV_fruitshapeindex,GEBV_fruitweight,GEBV_fruitwidth,GEBV_leafangledaily,GEBV_leafareadaily,GEBV_leafareadailyplant,GEBV_leafareaprojecteddaily,GEBV_leafareaprojectedplant,GEBV_yield
GPC045230,9046.695213333334,34046813.30333333,4.453536197333333,-44.61372879333333,0.3036059066666667,25.055587179,0.8193260753333333,-0.025527601666666667,-333.7488493333334,-68.11467143333333,-427.98277076666665,-100.36799907333334,0.48773231699999986
GPC046740,5534.748549,23943344.786000002,0.10686953600000004,-49.32524775,-3.25639409,79.49225381,4.035992739,-0.049749823666666665,-810.3888492666666,-144.10022707433333,-666.9183262666667,-173.11466566666667,2.8166212043333334
GPC047230,-5119.776879,-18540717.40666667,-0.4842669403333333,-25.237087173333332,-1.0184610893333335,12.488104688666667,0.859678033,-0.038078461,-1738.5959266666666,-438.79543793333335,-1053.9851507666667,-272.08737693333336,-1.4094310246666668
GPC048670,466.01378833333365,1389354.413333334,-1.6595954626666667,1.3842388363333336,-0.369275544,8.243255672666667,0.30174029,-0.017524359,-613.5528906666666,-158.17372367,-399.0214511333333,-96.10742002666666,-2.597561999333333
GPC049280,60.97949399999986,-3025297.876666665,-4.9436720266666665,59.309887695,-1.324725901,-2.8748257993333333,-0.5457125283333334,-0.023819816,227.59893873333337,48.55661347333334,-38.10794877999997,3.235258739999997,-2.9543603696666665
GPC049320,-17275.876964666666,-69113886.50666668,-6.659797125,64.34889191333333,-3.3241718663333333,-3.544412816,-0.527340592,-0.04041649033333333,-1188.9199567333333,-282.2424483333333,-579.4216581333333,-137.67910977666668,-6.287823229333333
GPC049360,-1576.2558046333331,-9353140.873333335,-2.989090715,17.084529313333334,-0.8154018953333333,2.995548555,-0.005614240666666677,-0.027518784333333334,-995.5046906,-247.67352113666666,-630.2558811666667,-148.57579435333332,-2.5497025890000002
GPC049440,3413.719920666667,13498259.513333334,0.049135662000000004,-7.772327121666666,-0.33306848166666664,7.504617417333334,0.365808032,-0.020603061333333332,-637.0526449,-165.21840073333334,-446.11564303333336,-109.67836855,-1.0749428526666667
GPC049470,5203.281021133333,21022052.667333335,-2.8492542236666667,47.032365750333334,-0.7162615326666667,-1.7390819400000004,-0.35064462766666665,-0.010461844333333333,-357.4256062666667,-96.76011676333334,-300.4349815,-76.83357241333334,-2.919235638
GPC049480,11063.502433666667,43665025.79099999,-2.943767722,62.16190396333334,-0.46886052500000003,-1.8615377826666664,-0.5644912916666667,-0.003400263666666667,287.3135152666667,63.08043681066667,40.35277768366667,13.610083307666667,-2.7471566293333334
GPC049520,-12109.751540666666,-50550475.46666666,-2.2366443756666667,-26.768415996666665,-2.002223094666667,15.239777021,1.2402959836666667,-0.03989796633333333,-2086.0325256666665,-521.8699632,-1190.3791671666668,-286.8694802333333,-1.5820502723333334
GPC049530,6181.662635666667,24682137.249666665,-1.5338438273333332,24.649252406000002,-0.3737054643333333,3.0169555936666668,-0.03893924633333333,-0.009173564666666667,-201.26325343333335,-49.26912854333333,-204.72051986,-53.40390439666667,-1.528349025
GPC049590,13597.463002333334,55071239.25666667,1.1513139813333335,22.29791062,2.564717019,1.0444760686666668,-0.382896148,-0.01130537933333333,701.2533736333332,173.19421761866667,17.272785399999993,2.2908899899999966,0.36106565133333335
GPC049830,15668.181872000001,64477098.42,-3.4486860133333335,-34.48260327333333,-3.118616309666667,13.077809402,1.3615482956666667,-0.03441649066666667,-532.5399601666667,-143.3824492,-627.9661037333333,-163.36355453333334,1.3021767606666665
GPC049890,-10174.450988999999,-39863898.454333335,2.8917250373333334,-28.541614776666666,0.385092431,13.921447239666668,0.717222937,-0.045853938999999996,-1858.7679473333335,-460.34628846666664,-1189.9025196,-301.26728046666665,0.08389572933333334
GPC050150,-34536.20471333333,-138507519.73,-4.982019344666667,18.687669643333333,-2.73083853,-1.4777461556666667,-0.005118370999999999,-0.054860934666666666,-503.83329189999995,-119.34133764499998,-393.66943652000003,-75.21799886,-3.552267678
GPC050270,6041.169196666667,26171524.986666664,-3.7815603163333336,18.77618698,-1.9967225236666668,6.754035881,0.4325048083333333,-0.020440354,-317.6113888666667,-86.03300242666667,-278.17174513333333,-77.69693371333332,-2.3020612176666666
GPC050330,-8261.253144999999,-31597887.85333333,-1.2915527556666668,-30.0685338,-2.321537719,21.058230117666668,1.6401687726666665,-0.05090306433333333,-1811.5210576,-452.76200413333333,-1079.8277374333334,-276.2467690333333,-0.6025250143333333
GPC050380,-7190.006018333334,-31637322.063333333,-3.590039935666667,31.848736342000002,-1.5931838943333334,-3.132413423,-0.3557160603333333,-0.045229255333333336,-826.6346266666667,-199.29861042333334,-578.4029009333333,-132.76619508,-2.508885492
GPC050550,-10341.091752666667,-37938578.36333334,0.23441839900000006,-28.71453723,-1.1066719556666667,13.393418851666667,0.8866072766666666,-0.045654122,-1838.6767303333334,-472.8297882333333,-1098.6260000666666,-290.17600623333334,-1.1865752133333334
GPC050580,9199.6581809,38222812.872999996,0.09932574999999999,-2.6844333166666665,0.8429230543333334,1.8770498973333332,-0.010699424999999993,0.0010927866666666664,-53.86362376666666,-20.7596445,-88.72338064666667,-26.493495517666666,-0.842699474
GPC050600,4182.730008333333,17782573.235666666,-3.0095905436666666,37.848440953,-1.2072629833333333,1.072353927,-0.09635288366666667,-0.008800264666666668,-250.94772658333332,-70.89688833,-170.69953099,-46.206915693,-2.6662319846666667
GPC050670,-287.27787299999966,-2097319.516666668,-1.81405426,-0.2989619976666683,-0.14108222399999995,6.352484831333333,0.18961792566666666,-0.018557244666666667,-654.7860598,-169.64161452333332,-404.8606800333333,-95.65561031333333,-3.1637095286666668
GPC050760,-642.4061089999999,-3632326.1300000013,-1.7489316433333333,-0.6634490436666679,-0.12655235100000012,6.5977889073333325,0.21956280366666667,-0.019253932,-719.8576602,-186.22575412333333,-446.3155191,-105.69983493,-3.0935358516666667
GPC050810,-926.4518803333334,-4842429.276666669,-1.7021932066666667,-1.6617688876666654,-0.1384220096666667,6.737446325,0.21904009566666666,-0.018791585,-677.8554411,-174.85466965333333,-414.06960296666665,-97.04238215000001,-3.0409414096666665
